21	14	1	20	还	<UNK>	<UNK>	没	睡醒	d	<UNK>	<UNK>	d	v	1	0	0	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	19	0
21	14	2	19	没	还	<UNK>	睡醒	的	d	d	<UNK>	v	u	1	1	0	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	18	0
21	14	4	17	睡醒	没	还	的	父亲	v	d	d	u	n	2	1	1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	16	0
21	14	5	16	的	睡醒	没	父亲	刚	u	v	d	n	d	1	2	1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	15	0
21	14	7	14	父亲	的	睡醒	刚	要	n	u	v	d	v	2	1	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	13	1
21	14	8	13	刚	父亲	的	要	拿起	d	n	u	v	n	1	2	1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	12	0
21	14	9	12	要	刚	父亲	拿起	一颗	v	d	n	n	n	1	1	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	11	0
21	14	11	10	拿起	要	刚	一颗	大一	n	v	d	n	j	2	1	1	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	9	0
21	14	13	8	一颗	拿起	要	大一	点	n	n	v	j	n	2	2	1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	7	0
21	14	15	6	大一	一颗	拿起	点	的	j	n	n	n	u	2	2	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	5	0
21	14	16	5	点	大一	一颗	的	土豆	n	j	n	u	n	1	2	2	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	4	0
21	14	17	4	的	点	大一	土豆	吃	u	n	j	n	v	1	1	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	3	0
21	14	19	2	土豆	的	点	吃	<UNK>	n	u	n	v	<UNK>	2	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	1	0
21	14	20	1	吃	土豆	的	<UNK>	<UNK>	v	n	u	<UNK>	<UNK>	1	2	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0	1

22	13	2	20	人体	<UNK>	<UNK>	在	七十一	n	<UNK>	<UNK>	p	m	2	0	0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	10	-1	-1	20	18	0
22	13	3	19	在	人体	<UNK>	七十一	摄氏	p	n	<UNK>	m	n	1	2	0	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	9	-1	-1	20	17	0
22	13	6	16	七十一	在	人体	摄氏	度	m	p	n	n	q	3	1	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	6	-1	-1	20	14	0
22	13	8	14	摄氏	七十一	在	度	环境	n	m	p	q	n	2	3	1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	4	-1	-1	20	12	0
22	13	9	13	度	摄氏	七十一	环境	中	q	n	m	n	f	1	2	3	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	3	-1	-1	20	11	0
22	13	11	11	环境	度	摄氏	中	能	n	q	n	f	v	2	1	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	1	-1	-1	20	9	0
22	13	12	10	中	环境	度	能	坚持	f	n	q	v	v	1	2	1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	0	-1	-1	20	8	1
22	13	13	9	能	中	环境	坚持	整	v	f	n	v	m	1	1	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	1	-1	-1	-1	-1	20	7	0
22	13	15	7	坚持	能	中	整	一	v	v	f	m	m	2	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	3	-1	-1	-1	-1	20	5	0
22	13	16	6	整	坚持	能	一	个	m	v	v	m	q	1	2	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	4	-1	-1	-1	-1	20	4	0
22	13	17	5	一	整	坚持	个	小时	m	m	v	q	n	1	1	2	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	5	-1	-1	-1	-1	20	3	0
22	13	18	4	个	一	整	小时	<UNK>	q	m	m	n	<UNK>	1	1	1	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	6	-1	-1	-1	-1	20	2	0
